COMPRO_TIENDA,SEXO,EDAD,ESTADO_CIVIL,PROFESION
FALSO,M,24,Soltero,Profesional
FALSO,M,44,Soltero,Ejecutivo
FALSO,M,44,Soltero,Ejecutivo
FALSO,M,44,Soltero,Ejecutivo
FALSO,M,44,Soltero,Ejecutivo
FALSO,M,37,Casado,Profesional
FALSO,M,37,Casado,Profesional
FALSO,F,44,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,F,35,Soltero,Profesional
FALSO,F,35,Soltero,Profesional
FALSO,M,19,Soltero,Ventas
FALSO,M,19,Soltero,Ventas
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,M,38,Casado,Otra
FALSO,M,38,Casado,Otra
FALSO,F,42,Casado,Otra
FALSO,F,42,Casado,Otra
FALSO,M,22,Soltero,Otra
FALSO,M,22,Soltero,Otra
FALSO,M,22,Soltero,Otra
FALSO,M,22,Soltero,Otra
FALSO,M,39,Casado,Otra
VERDADERO,M,39,Casado,Otra
FALSO,F,21,Soltero,Hosteleria
VERDADERO,F,21,Soltero,Hosteleria
FALSO,F,21,Soltero,Hosteleria
FALSO,F,21,Soltero,Hosteleria
FALSO,F,68,Casado,Jubilado
FALSO,F,68,Casado,Jubilado
FALSO,F,53,Casado,Ejecutivo
FALSO,F,53,Casado,Ejecutivo
FALSO,F,53,Casado,Ejecutivo
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,37,Casado,Profesional
FALSO,F,37,Casado,Profesional
FALSO,F,40,Casado,Otra
FALSO,F,40,Casado,Otra
FALSO,F,22,Soltero,Retail
FALSO,F,22,Soltero,Retail
FALSO,F,23,Soltero,Hosteleria
FALSO,F,23,Soltero,Hosteleria
FALSO,F,23,Soltero,Hosteleria
FALSO,F,42,Casado,Otra
FALSO,F,42,Casado,Otra
VERDADERO,M,22,Soltero,Ventas
VERDADERO,M,22,Soltero,Ventas
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,F,26,Soltero,Profesional
FALSO,F,26,Soltero,Profesional
FALSO,F,30,Desconocido,Hosteleria
FALSO,F,30,Desconocido,Hosteleria
FALSO,F,30,Desconocido,Hosteleria
FALSO,F,30,Desconocido,Hosteleria
FALSO,F,21,Soltero,Profesional
FALSO,F,21,Soltero,Profesional
FALSO,M,38,Casado,Otra
FALSO,M,38,Casado,Otra
FALSO,M,38,Casado,Otra
FALSO,F,36,Casado,Otra
FALSO,F,36,Casado,Otra
FALSO,M,40,Soltero,Otra
FALSO,M,40,Soltero,Otra
FALSO,M,40,Soltero,Otra
FALSO,M,49,Desconocido,Otra
FALSO,M,49,Desconocido,Otra
FALSO,M,49,Desconocido,Otra
VERDADERO,M,27,Soltero,Ejecutivo
VERDADERO,M,27,Soltero,Ejecutivo
FALSO,M,27,Soltero,Ejecutivo
FALSO,F,23,Soltero,Profesional
FALSO,F,23,Soltero,Profesional
FALSO,F,27,Soltero,Estudiante
FALSO,F,27,Soltero,Estudiante
FALSO,F,26,Soltero,Otra
FALSO,F,26,Soltero,Otra
VERDADERO,F,26,Soltero,Otra
FALSO,F,26,Soltero,Otra
VERDADERO,M,34,Soltero,Comerciantes
VERDADERO,M,34,Soltero,Comerciantes
FALSO,M,34,Soltero,Comerciantes
FALSO,M,34,Soltero,Comerciantes
FALSO,F,40,Casado,Ejecutivo
VERDADERO,F,40,Casado,Ejecutivo
FALSO,F,40,Casado,Ejecutivo
FALSO,M,36,Casado,Ventas
FALSO,M,36,Casado,Ventas
FALSO,F,21,Soltero,Retail
FALSO,F,21,Soltero,Retail
FALSO,F,26,Soltero,Otra
FALSO,F,26,Soltero,Otra
VERDADERO,M,29,Soltero,Comerciantes
VERDADERO,M,29,Soltero,Comerciantes
VERDADERO,M,24,Soltero,Otra
VERDADERO,M,24,Soltero,Otra
FALSO,M,24,Soltero,Otra
FALSO,F,27,Soltero,Retail
FALSO,F,27,Soltero,Retail
FALSO,F,28,Soltero,Profesional
FALSO,F,28,Soltero,Profesional
FALSO,M,56,Desconocido,Otra
FALSO,M,56,Desconocido,Otra
FALSO,M,56,Desconocido,Otra
FALSO,M,56,Desconocido,Otra
FALSO,F,60,Casado,Otra
FALSO,F,60,Casado,Otra
FALSO,F,60,Casado,Otra
FALSO,M,24,Soltero,Profesional
FALSO,M,24,Soltero,Profesional
FALSO,M,24,Soltero,Profesional
FALSO,M,24,Soltero,Profesional
FALSO,M,24,Soltero,Profesional
FALSO,F,26,Soltero,Estudiante
FALSO,F,26,Soltero,Estudiante
FALSO,F,26,Soltero,Estudiante
FALSO,F,26,Soltero,Estudiante
FALSO,M,19,Soltero,Estudiante
FALSO,M,19,Soltero,Estudiante
FALSO,M,19,Soltero,Estudiante
FALSO,M,19,Soltero,Estudiante
FALSO,F,25,Soltero,Retail
FALSO,F,25,Soltero,Retail
FALSO,F,33,Casado,Ejecutivo
VERDADERO,F,33,Casado,Ejecutivo
FALSO,F,33,Casado,Ejecutivo
FALSO,F,38,Soltero,Otra
FALSO,F,38,Soltero,Otra
FALSO,M,27,Soltero,Otra
VERDADERO,M,27,Soltero,Otra
VERDADERO,M,25,Soltero,Otra
VERDADERO,M,25,Soltero,Otra
FALSO,M,25,Soltero,Otra
VERDADERO,M,22,Soltero,Otra
VERDADERO,M,22,Soltero,Otra
FALSO,M,31,Casado,Comerciantes
FALSO,M,31,Casado,Comerciantes
FALSO,M,31,Casado,Comerciantes
FALSO,F,47,Casado,Profesional
FALSO,F,47,Casado,Profesional
FALSO,F,42,Casado,Jubilado
FALSO,F,42,Casado,Jubilado
FALSO,F,27,Soltero,Retail
FALSO,F,27,Soltero,Retail
FALSO,F,22,Soltero,Retail
FALSO,F,22,Soltero,Retail
VERDADERO,M,34,Soltero,Otra
VERDADERO,M,34,Soltero,Otra
FALSO,M,34,Soltero,Otra
FALSO,M,34,Casado,Ejecutivo
FALSO,M,34,Casado,Ejecutivo
FALSO,M,34,Casado,Ejecutivo
FALSO,F,29,Desconocido,Otra
FALSO,F,29,Desconocido,Otra
FALSO,F,29,Desconocido,Otra
FALSO,M,31,Soltero,Otra
FALSO,M,31,Soltero,Otra
FALSO,F,36,Soltero,Profesional
FALSO,F,36,Soltero,Profesional
FALSO,F,35,Casado,Ejecutivo
FALSO,F,35,Casado,Ejecutivo
FALSO,F,35,Casado,Ejecutivo
VERDADERO,F,35,Casado,Ejecutivo
FALSO,M,33,Casado,Comerciantes
FALSO,M,33,Casado,Comerciantes
VERDADERO,M,33,Casado,Comerciantes
FALSO,F,27,Casado,Profesional
FALSO,F,27,Casado,Profesional
FALSO,F,27,Casado,Profesional
FALSO,M,22,Soltero,Ventas
FALSO,M,22,Soltero,Ventas
FALSO,M,22,Soltero,Ventas
FALSO,F,46,Casado,Otra
FALSO,F,46,Casado,Otra
FALSO,F,46,Casado,Otra
FALSO,F,46,Casado,Otra
FALSO,M,43,Soltero,Profesional
FALSO,M,43,Soltero,Profesional
FALSO,M,43,Soltero,Profesional
FALSO,M,43,Soltero,Profesional
FALSO,M,43,Soltero,Profesional
FALSO,M,43,Soltero,Profesional
FALSO,M,43,Soltero,Profesional
FALSO,M,43,Soltero,Profesional
FALSO,M,50,Casado,Profesional
FALSO,M,50,Casado,Profesional
FALSO,M,50,Casado,Profesional
FALSO,F,69,Desconocido,Hosteleria
FALSO,F,69,Desconocido,Hosteleria
FALSO,F,45,Casado,Retail
FALSO,F,45,Casado,Retail
VERDADERO,F,34,Casado,Otra
VERDADERO,F,34,Casado,Otra
FALSO,F,34,Casado,Otra
VERDADERO,M,20,Soltero,Comerciantes
FALSO,M,20,Soltero,Comerciantes
VERDADERO,M,20,Soltero,Comerciantes
VERDADERO,M,39,Casado,Otra
FALSO,M,39,Casado,Otra
FALSO,F,25,Soltero,Ventas
FALSO,F,25,Soltero,Ventas
FALSO,F,38,Soltero,Otra
FALSO,F,38,Soltero,Otra
FALSO,F,38,Soltero,Otra
FALSO,M,28,Soltero,Estudiante
FALSO,M,28,Soltero,Estudiante
VERDADERO,M,28,Soltero,Estudiante
FALSO,M,42,Casado,Jubilado
FALSO,M,42,Casado,Jubilado
FALSO,M,42,Casado,Jubilado
FALSO,M,27,Casado,Otra
FALSO,M,27,Casado,Otra
FALSO,F,49,Casado,Hosteleria
FALSO,F,49,Casado,Hosteleria
VERDADERO,F,49,Casado,Hosteleria
FALSO,F,49,Casado,Hosteleria
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,F,26,Soltero,Otra
FALSO,F,26,Soltero,Otra
FALSO,F,26,Soltero,Otra
FALSO,F,43,Casado,Otra
VERDADERO,F,43,Casado,Otra
FALSO,F,51,Casado,Otra
FALSO,F,51,Casado,Otra
FALSO,F,51,Casado,Otra
FALSO,F,51,Casado,Otra
FALSO,F,23,Soltero,Profesional
FALSO,F,23,Soltero,Profesional
VERDADERO,M,25,Soltero,Profesional
VERDADERO,M,25,Soltero,Profesional
FALSO,M,25,Soltero,Profesional
FALSO,F,26,Soltero,Otra
FALSO,F,26,Soltero,Otra
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
FALSO,F,56,Desconocido,Hosteleria
FALSO,F,56,Desconocido,Hosteleria
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,M,45,Casado,Otra
FALSO,M,45,Casado,Otra
FALSO,M,49,Desconocido,Otra
FALSO,M,49,Desconocido,Otra
FALSO,M,49,Desconocido,Otra
FALSO,M,49,Desconocido,Otra
FALSO,F,26,Soltero,Profesional
FALSO,F,26,Soltero,Profesional
FALSO,F,40,Casado,Jubilado
FALSO,F,40,Casado,Jubilado
FALSO,F,29,Casado,Otra
FALSO,F,29,Casado,Otra
FALSO,F,29,Casado,Otra
FALSO,F,30,Soltero,Otra
FALSO,F,30,Soltero,Otra
FALSO,M,53,Casado,Jubilado
FALSO,M,53,Casado,Jubilado
FALSO,M,53,Casado,Jubilado
FALSO,F,31,Casado,Ejecutivo
FALSO,F,31,Casado,Ejecutivo
FALSO,F,20,Soltero,Ventas
FALSO,F,20,Soltero,Ventas
FALSO,M,48,Casado,Otra
FALSO,M,48,Casado,Otra
FALSO,M,48,Casado,Otra
FALSO,F,50,Desconocido,Hosteleria
FALSO,F,50,Desconocido,Hosteleria
FALSO,F,50,Desconocido,Hosteleria
FALSO,F,50,Desconocido,Hosteleria
FALSO,F,50,Desconocido,Hosteleria
FALSO,F,43,Casado,Ventas
FALSO,F,43,Casado,Ventas
FALSO,F,46,Casado,Otra
FALSO,F,46,Casado,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,M,25,Casado,Profesional
FALSO,M,25,Casado,Profesional
FALSO,M,25,Casado,Profesional
FALSO,M,25,Casado,Profesional
FALSO,M,25,Casado,Profesional
FALSO,F,28,Casado,Ventas
FALSO,F,28,Casado,Ventas
FALSO,F,36,Soltero,Profesional
FALSO,F,36,Soltero,Profesional
FALSO,M,44,Casado,Ventas
FALSO,M,44,Casado,Ventas
FALSO,F,27,Soltero,Retail
FALSO,F,27,Soltero,Retail
FALSO,M,47,Desconocido,Otra
FALSO,M,47,Desconocido,Otra
FALSO,M,47,Desconocido,Otra
FALSO,M,47,Desconocido,Otra
FALSO,M,35,Casado,Ejecutivo
FALSO,M,35,Casado,Ejecutivo
FALSO,F,55,Casado,Otra
FALSO,F,55,Casado,Otra
VERDADERO,F,55,Casado,Otra
FALSO,F,23,Soltero,Otra
FALSO,F,23,Soltero,Otra
FALSO,F,26,Soltero,Retail
FALSO,F,26,Soltero,Retail
FALSO,M,42,Casado,Ventas
FALSO,M,42,Casado,Ventas
FALSO,M,42,Casado,Ventas
FALSO,M,42,Casado,Ventas
FALSO,F,19,Soltero,Retail
FALSO,F,19,Soltero,Retail
FALSO,M,29,Soltero,Otra
FALSO,M,29,Soltero,Otra
FALSO,M,29,Soltero,Otra
FALSO,M,29,Soltero,Otra
FALSO,M,47,Casado,Otra
FALSO,M,47,Casado,Otra
FALSO,M,39,Soltero,Ventas
FALSO,M,39,Soltero,Ventas
VERDADERO,M,39,Soltero,Ventas
FALSO,F,27,Casado,Otra
FALSO,F,27,Casado,Otra
FALSO,F,27,Casado,Otra
FALSO,M,19,Soltero,Ventas
FALSO,M,19,Soltero,Ventas
FALSO,M,19,Soltero,Ventas
FALSO,M,19,Soltero,Ventas
FALSO,M,39,Desconocido,Comerciantes
FALSO,M,39,Desconocido,Comerciantes
FALSO,M,31,Casado,Otra
FALSO,M,31,Casado,Otra
FALSO,M,31,Casado,Otra
FALSO,M,31,Casado,Otra
FALSO,M,31,Casado,Otra
FALSO,F,54,Desconocido,Ventas
FALSO,F,54,Desconocido,Ventas
FALSO,F,20,Soltero,Otra
FALSO,F,20,Soltero,Otra
FALSO,M,33,Casado,Otra
VERDADERO,M,33,Casado,Otra
FALSO,M,33,Casado,Otra
FALSO,M,33,Casado,Otra
FALSO,M,34,Casado,Comerciantes
FALSO,M,34,Casado,Comerciantes
FALSO,F,40,Casado,Ejecutivo
FALSO,F,40,Casado,Ejecutivo
FALSO,F,40,Casado,Ejecutivo
FALSO,F,40,Casado,Ejecutivo
VERDADERO,M,29,Soltero,Ejecutivo
VERDADERO,M,29,Soltero,Ejecutivo
FALSO,M,29,Soltero,Ejecutivo
FALSO,M,28,Soltero,Profesional
FALSO,M,28,Soltero,Profesional
VERDADERO,M,39,Casado,Otra
FALSO,M,39,Casado,Otra
FALSO,M,39,Casado,Otra
FALSO,M,33,Casado,Ejecutivo
VERDADERO,M,33,Casado,Ejecutivo
FALSO,M,33,Casado,Ejecutivo
FALSO,F,28,Soltero,Retail
FALSO,F,28,Soltero,Retail
FALSO,F,27,Soltero,Estudiante
FALSO,F,27,Soltero,Estudiante
FALSO,M,35,Casado,Profesional
FALSO,M,35,Casado,Profesional
FALSO,M,35,Casado,Profesional
FALSO,M,35,Casado,Profesional
FALSO,M,27,Soltero,Profesional
FALSO,M,27,Soltero,Profesional
FALSO,M,27,Soltero,Profesional
VERDADERO,M,25,Soltero,Comerciantes
VERDADERO,M,25,Soltero,Comerciantes
FALSO,M,25,Soltero,Comerciantes
FALSO,F,38,Soltero,Profesional
FALSO,F,38,Soltero,Profesional
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,27,Soltero,Profesional
FALSO,F,27,Soltero,Profesional
FALSO,F,26,Desconocido,Otra
FALSO,F,26,Desconocido,Otra
FALSO,M,40,Casado,Comerciantes
FALSO,M,40,Casado,Comerciantes
FALSO,M,40,Casado,Comerciantes
FALSO,M,40,Casado,Comerciantes
FALSO,F,34,Soltero,Profesional
FALSO,F,34,Soltero,Profesional
FALSO,M,27,Soltero,Otra
VERDADERO,M,27,Soltero,Otra
FALSO,M,27,Soltero,Otra
VERDADERO,M,27,Soltero,Otra
VERDADERO,M,23,Soltero,Profesional
VERDADERO,M,23,Soltero,Profesional
FALSO,F,28,Soltero,Otra
FALSO,F,28,Soltero,Otra
FALSO,F,49,Casado,Ejecutivo
FALSO,F,49,Casado,Ejecutivo
VERDADERO,M,26,Soltero,Otra
VERDADERO,M,26,Soltero,Otra
FALSO,M,26,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,67,Desconocido,Hosteleria
FALSO,F,67,Desconocido,Hosteleria
FALSO,F,41,Desconocido,Ventas
FALSO,F,41,Desconocido,Ventas
FALSO,F,41,Desconocido,Ventas
FALSO,F,41,Desconocido,Ventas
FALSO,M,24,Soltero,Estudiante
FALSO,M,24,Soltero,Estudiante
FALSO,F,28,Soltero,Profesional
FALSO,F,28,Soltero,Profesional
VERDADERO,M,19,Soltero,Otra
VERDADERO,M,19,Soltero,Otra
FALSO,M,19,Soltero,Otra
FALSO,F,25,Casado,Otra
FALSO,F,25,Casado,Otra
FALSO,F,25,Casado,Otra
FALSO,F,32,Soltero,Otra
FALSO,F,32,Soltero,Otra
VERDADERO,M,23,Soltero,Otra
VERDADERO,M,23,Soltero,Otra
FALSO,M,23,Soltero,Otra
FALSO,M,23,Soltero,Otra
VERDADERO,M,20,Soltero,Ejecutivo
FALSO,M,20,Soltero,Ejecutivo
FALSO,M,20,Soltero,Ejecutivo
FALSO,M,29,Soltero,Otra
FALSO,M,29,Soltero,Otra
FALSO,M,29,Soltero,Otra
FALSO,M,29,Soltero,Otra
FALSO,M,35,Casado,Otra
FALSO,M,35,Casado,Otra
FALSO,M,35,Casado,Otra
FALSO,M,35,Casado,Otra
VERDADERO,M,35,Casado,Otra
VERDADERO,M,32,Soltero,Profesional
FALSO,M,32,Soltero,Profesional
FALSO,M,32,Soltero,Profesional
FALSO,M,36,Casado,Ejecutivo
VERDADERO,M,36,Casado,Ejecutivo
FALSO,M,36,Casado,Ejecutivo
VERDADERO,M,36,Casado,Ejecutivo
FALSO,M,32,Casado,Ventas
FALSO,M,32,Casado,Ventas
FALSO,F,42,Casado,Otra
FALSO,F,42,Casado,Otra
FALSO,F,42,Casado,Otra
VERDADERO,F,42,Casado,Otra
FALSO,F,42,Casado,Otra
FALSO,M,38,Casado,Ventas
FALSO,M,38,Casado,Ventas
FALSO,M,33,Casado,Comerciantes
VERDADERO,M,33,Casado,Comerciantes
FALSO,F,25,Soltero,Retail
FALSO,F,25,Soltero,Retail
FALSO,F,41,Casado,Ventas
FALSO,F,41,Casado,Ventas
FALSO,M,57,Desconocido,Otra
FALSO,M,57,Desconocido,Otra
FALSO,M,57,Desconocido,Otra
FALSO,F,67,Desconocido,Hosteleria
FALSO,F,67,Desconocido,Hosteleria
FALSO,F,26,Casado,Ejecutivo
FALSO,F,26,Casado,Ejecutivo
FALSO,F,26,Soltero,Otra
FALSO,F,26,Soltero,Otra
FALSO,F,25,Soltero,Profesional
FALSO,F,25,Soltero,Profesional
FALSO,F,25,Soltero,Profesional
FALSO,F,25,Soltero,Profesional
FALSO,F,25,Soltero,Profesional
FALSO,M,43,Casado,Ejecutivo
FALSO,M,43,Casado,Ejecutivo
FALSO,F,35,Casado,Ventas
FALSO,F,35,Casado,Ventas
FALSO,F,35,Desconocido,Hosteleria
FALSO,F,35,Desconocido,Hosteleria
FALSO,F,35,Desconocido,Hosteleria
FALSO,M,31,Casado,Otra
FALSO,M,31,Casado,Otra
FALSO,M,31,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
VERDADERO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,M,26,Soltero,Otra
FALSO,M,26,Soltero,Otra
VERDADERO,M,26,Soltero,Otra
VERDADERO,M,23,Soltero,Comerciantes
VERDADERO,M,23,Soltero,Comerciantes
FALSO,M,23,Soltero,Comerciantes
FALSO,M,39,Soltero,Ejecutivo
FALSO,M,39,Soltero,Ejecutivo
FALSO,M,39,Soltero,Ejecutivo
FALSO,M,39,Soltero,Ejecutivo
FALSO,M,39,Soltero,Ejecutivo
FALSO,M,30,Soltero,Profesional
FALSO,M,30,Soltero,Profesional
VERDADERO,M,30,Soltero,Profesional
FALSO,F,36,Desconocido,Otra
FALSO,F,36,Desconocido,Otra
FALSO,M,29,Soltero,Comerciantes
FALSO,M,29,Soltero,Comerciantes
FALSO,F,39,Casado,Ejecutivo
FALSO,F,39,Casado,Ejecutivo
FALSO,F,39,Casado,Ejecutivo
FALSO,F,39,Casado,Ejecutivo
FALSO,M,23,Soltero,Estudiante
FALSO,M,23,Soltero,Estudiante
FALSO,M,23,Soltero,Estudiante
FALSO,M,23,Soltero,Estudiante
FALSO,F,22,Soltero,Otra
FALSO,F,22,Soltero,Otra
FALSO,F,22,Soltero,Otra
FALSO,F,22,Soltero,Otra
VERDADERO,M,30,Casado,Ejecutivo
FALSO,M,30,Casado,Ejecutivo
FALSO,F,38,Soltero,Profesional
FALSO,F,38,Soltero,Profesional
FALSO,F,43,Casado,Profesional
FALSO,F,43,Casado,Profesional
FALSO,M,27,Soltero,Otra
FALSO,M,27,Soltero,Otra
FALSO,M,27,Soltero,Otra
VERDADERO,F,28,Soltero,Profesional
FALSO,F,28,Soltero,Profesional
FALSO,M,38,Desconocido,Ventas
FALSO,M,38,Desconocido,Ventas
FALSO,M,38,Desconocido,Ventas
FALSO,M,38,Desconocido,Ventas
FALSO,M,38,Desconocido,Ventas
FALSO,M,38,Desconocido,Ventas
FALSO,F,36,Soltero,Profesional
FALSO,F,36,Soltero,Profesional
FALSO,M,34,Casado,Ejecutivo
FALSO,M,34,Casado,Ejecutivo
FALSO,M,34,Casado,Ejecutivo
FALSO,M,34,Casado,Ejecutivo
FALSO,F,22,Desconocido,Otra
FALSO,F,22,Desconocido,Otra
VERDADERO,M,20,Soltero,Ventas
VERDADERO,M,20,Soltero,Ventas
FALSO,M,20,Soltero,Ventas
FALSO,M,42,Desconocido,Comerciantes
FALSO,M,42,Desconocido,Comerciantes
FALSO,M,41,Casado,Otra
FALSO,M,41,Casado,Otra
FALSO,M,41,Casado,Otra
FALSO,F,46,Desconocido,Hosteleria
FALSO,F,46,Desconocido,Hosteleria
FALSO,F,46,Desconocido,Hosteleria
FALSO,F,46,Desconocido,Hosteleria
FALSO,F,23,Soltero,Otra
FALSO,F,23,Soltero,Otra
FALSO,M,45,Casado,Otra
FALSO,M,45,Casado,Otra
FALSO,M,45,Casado,Otra
FALSO,F,20,Soltero,Otra
FALSO,F,20,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
VERDADERO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,M,27,Soltero,Profesional
FALSO,M,27,Soltero,Profesional
VERDADERO,M,27,Soltero,Profesional
FALSO,M,27,Soltero,Profesional
FALSO,F,20,Soltero,Profesional
FALSO,F,20,Soltero,Profesional
FALSO,F,34,Casado,Profesional
FALSO,F,34,Casado,Profesional
VERDADERO,M,23,Soltero,Ventas
VERDADERO,M,23,Soltero,Ventas
FALSO,M,23,Soltero,Ventas
FALSO,M,23,Soltero,Ventas
FALSO,F,25,Soltero,Otra
FALSO,F,25,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,29,Casado,Ejecutivo
FALSO,F,29,Casado,Ejecutivo
FALSO,M,42,Casado,Otra
FALSO,M,42,Casado,Otra
FALSO,M,42,Casado,Otra
FALSO,M,42,Casado,Otra
FALSO,M,37,Desconocido,Comerciantes
FALSO,M,37,Desconocido,Comerciantes
FALSO,M,57,Desconocido,Otra
FALSO,M,57,Desconocido,Otra
FALSO,M,57,Desconocido,Otra
FALSO,M,57,Desconocido,Otra
FALSO,F,23,Soltero,Ventas
FALSO,F,23,Soltero,Ventas
FALSO,M,35,Casado,Otra
FALSO,M,35,Casado,Otra
FALSO,M,35,Casado,Otra
FALSO,M,20,Soltero,Estudiante
FALSO,M,20,Soltero,Estudiante
FALSO,M,20,Soltero,Estudiante
FALSO,M,40,Casado,Otra
FALSO,M,40,Casado,Otra
FALSO,F,27,Soltero,Retail
FALSO,F,27,Soltero,Retail
FALSO,M,19,Soltero,Estudiante
FALSO,M,19,Soltero,Estudiante
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
VERDADERO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
VERDADERO,F,24,Soltero,Otra
FALSO,F,18,Soltero,Retail
FALSO,F,18,Soltero,Retail
FALSO,M,37,Soltero,Ejecutivo
FALSO,M,37,Soltero,Ejecutivo
FALSO,M,37,Soltero,Ejecutivo
FALSO,M,37,Soltero,Ejecutivo
FALSO,M,37,Soltero,Ejecutivo
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
FALSO,M,47,Desconocido,Comerciantes
FALSO,M,47,Desconocido,Comerciantes
FALSO,F,36,Casado,Otra
VERDADERO,F,36,Casado,Otra
FALSO,M,23,Soltero,Comerciantes
FALSO,M,23,Soltero,Comerciantes
FALSO,M,23,Soltero,Comerciantes
FALSO,M,23,Soltero,Comerciantes
FALSO,M,28,Soltero,Profesional
FALSO,M,28,Soltero,Profesional
FALSO,M,28,Soltero,Profesional
FALSO,F,19,Soltero,Profesional
FALSO,F,19,Soltero,Profesional
FALSO,F,47,Casado,Hosteleria
VERDADERO,F,47,Casado,Hosteleria
FALSO,F,47,Casado,Hosteleria
FALSO,F,47,Casado,Hosteleria
FALSO,M,34,Soltero,Comerciantes
FALSO,M,34,Soltero,Comerciantes
FALSO,M,30,Soltero,Otra
FALSO,M,30,Soltero,Otra
FALSO,M,30,Soltero,Otra
FALSO,M,30,Soltero,Otra
FALSO,F,44,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,F,27,Soltero,Ventas
FALSO,F,27,Soltero,Ventas
FALSO,F,32,Casado,Profesional
FALSO,F,32,Casado,Profesional
FALSO,F,32,Casado,Profesional
FALSO,M,19,Soltero,Profesional
FALSO,M,19,Soltero,Profesional
VERDADERO,F,31,Casado,Hosteleria
FALSO,F,31,Casado,Hosteleria
FALSO,F,31,Casado,Hosteleria
FALSO,F,31,Casado,Hosteleria
VERDADERO,M,29,Soltero,Profesional
VERDADERO,M,29,Soltero,Profesional
FALSO,M,29,Soltero,Profesional
FALSO,M,29,Soltero,Profesional
VERDADERO,M,24,Soltero,Ejecutivo
VERDADERO,M,24,Soltero,Ejecutivo
FALSO,F,63,Casado,Jubilado
FALSO,F,63,Casado,Jubilado
FALSO,F,63,Casado,Jubilado
FALSO,F,19,Soltero,Profesional
FALSO,F,19,Soltero,Profesional
FALSO,F,47,Casado,Otra
FALSO,F,47,Casado,Otra
VERDADERO,M,24,Soltero,Comerciantes
VERDADERO,M,24,Soltero,Comerciantes
FALSO,M,24,Soltero,Comerciantes
FALSO,M,24,Soltero,Comerciantes
VERDADERO,M,40,Casado,Ejecutivo
FALSO,M,40,Casado,Ejecutivo
FALSO,M,40,Casado,Ejecutivo
FALSO,M,19,Soltero,Estudiante
VERDADERO,M,19,Soltero,Estudiante
FALSO,M,34,Casado,Ventas
FALSO,M,34,Casado,Ventas
FALSO,M,34,Casado,Ventas
FALSO,M,34,Casado,Ventas
FALSO,M,34,Casado,Ventas
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
FALSO,F,41,Casado,Otra
FALSO,F,41,Casado,Otra
FALSO,M,23,Soltero,Ventas
FALSO,M,23,Soltero,Ventas
FALSO,M,23,Soltero,Ventas
FALSO,F,39,Desconocido,Profesional
FALSO,F,39,Desconocido,Profesional
FALSO,F,39,Desconocido,Profesional
FALSO,M,47,Desconocido,Comerciantes
FALSO,M,47,Desconocido,Comerciantes
FALSO,M,47,Desconocido,Comerciantes
FALSO,F,58,Casado,Otra
FALSO,F,58,Casado,Otra
